,longitude,latitude,heat_flow,geometry
243883,-79.463,42.0424,45.0,POINT (-79.46299999999999 42.0424)
243888,-79.3249,42.3009,53.05,POINT (-79.3249 42.3009)
243902,-79.8559579,39.8780945,28.4,POINT (-79.85595790000001 39.8780945)
243905,-103.4723,41.6678,74.0,POINT (-103.4723 41.6678)
243916,-94.7749,32.4528,68.0,POINT (-94.7749 32.4528)
243925,-94.9775,33.3679,74.0,POINT (-94.97750000000001 33.3679)
243931,-77.88866230000001,41.0234963,51.3,POINT (-77.88866230000001 41.0234963)
243933,-112.8847969,38.4231646,158.99200000000002,POINT (-112.8847969 38.4231646)
243959,-79.4628,42.1941,54.18,POINT (-79.4628 42.1941)
243963,-115.75083529999999,34.500025799999996,62.8,POINT (-115.7508353 34.5000258)
243989,-99.1217,27.0775,77.0,POINT (-99.1217 27.0775)
244004,-104.4706,47.09,56.0,POINT (-104.4706 47.09)
244016,-102.2507,38.4457,47.0,POINT (-102.2507 38.4457)
244029,-115.52988870000001,39.74472479999999,210.0,POINT (-115.5298887 39.74472479999999)
244071,-118.06516880000001,37.847569799999995,420.0,POINT (-118.0651688 37.8475698)
244097,-116.6699287,40.2962081,76.895,POINT (-116.6699287 40.2962081)
244105,-111.3100693,40.0979501,137.0,POINT (-111.3100693 40.0979501)
244106,-111.3100693,40.0979501,184.0,POINT (-111.3100693 40.0979501)
244133,-96.6869,31.4003,67.0,POINT (-96.68689999999999 31.4003)
244135,-98.2537,38.208,41.0,POINT (-98.25369999999999 38.208)
244144,-81.6357,37.5782,55.0,POINT (-81.6357 37.5782)
244155,-108.2307,46.4199,54.0,POINT (-108.2307 46.4199)
244166,-98.0114,38.6033,50.0,POINT (-98.01139999999999 38.6033)
244171,-103.8028,32.8131,43.0,POINT (-103.8028 32.8131)
244187,-96.9703485,45.259982799999996,48.0,POINT (-96.9703485 45.2599828)
244188,-113.5603078,37.6521734,3065.0,POINT (-113.5603078 37.6521734)
244234,-95.803,39.88,52.0,POINT (-95.803 39.88)
244235,-99.2504,31.8585,48.0,POINT (-99.2504 31.8585)
244248,-102.1304,33.5131,48.0,POINT (-102.1304 33.5131)
244263,-79.4928,42.0608,54.7,POINT (-79.4928 42.0608)
244310,-80.0511535,41.4718692,57.3,POINT (-80.0511535 41.4718692)
244316,-89.2003,32.3672,52.0,POINT (-89.2003 32.3672)
244325,-78.98263879999999,41.2588505,44.1,POINT (-78.98263879999999 41.2588505)
244391,-113.17751840000001,39.5682447,316.43807999999996,POINT (-113.1775184 39.5682447)
244465,-102.4905074,41.4266506,80.0,POINT (-102.4905074 41.4266506)
244466,-109.8657,34.3951,66.0,POINT (-109.8657 34.3951)
244481,-120.3427618,42.1781537,190.0,POINT (-120.3427618 42.1781537)
244485,-78.6606914,41.847552,41.6,POINT (-78.6606914 41.847552)
244493,-95.7302552,32.670160100000004,65.6,POINT (-95.7302552 32.6701601)
244499,-79.3897,42.3366,52.64,POINT (-79.3897 42.3366)
244537,-99.8267,28.9015,71.0,POINT (-99.8267 28.9015)
244557,-91.5551,31.9072,79.0,POINT (-91.5551 31.9072)
244564,-98.0903,32.5577,66.0,POINT (-98.0903 32.5577)
244566,-95.7784,32.4029,71.0,POINT (-95.7784 32.4029)
244567,-98.2603,26.8542,70.0,POINT (-98.2603 26.8542)
244585,-119.267683,38.966606899999995,66.0,POINT (-119.267683 38.9666069)
244623,-115.4341207,33.866743799999995,54.0,POINT (-115.4341207 33.86674379999999)
244679,-104.1806,41.43,43.0,POINT (-104.1806 41.43)
244727,-97.2178,27.8934,62.0,POINT (-97.2178 27.8934)
244765,-112.04486990000001,38.1679745,101.0,POINT (-112.0448699 38.1679745)
244776,-84.5311,42.1543,51.0,POINT (-84.5311 42.1543)
244847,-75.9513683,32.7668515,46.8,POINT (-75.9513683 32.7668515)
244858,-77.3911,42.0601,63.5,POINT (-77.39109999999999 42.0601)
244924,-79.1903,39.9669,60.0,POINT (-79.19029999999999 39.9669)
244948,-100.4942,40.2963,48.0,POINT (-100.4942 40.2963)
244964,-117.639661,40.6251958,69.0,POINT (-117.639661 40.6251958)
245001,-118.1391805,40.9880869,1850.0,POINT (-118.1391805 40.9880869)
245014,-106.9172828,33.4168036,37.0,POINT (-106.9172828 33.4168036)
245182,-94.076,30.6835,79.0,POINT (-94.07599999999999 30.6835)
245194,-100.3462,40.6719,52.0,POINT (-100.3462 40.6719)
245196,-100.0215,32.7324,59.0,POINT (-100.0215 32.7324)
245221,-113.75077900000001,34.2500451,152.3,POINT (-113.750779 34.2500451)
245237,-100.8111,34.7683,64.0,POINT (-100.8111 34.7683)
245251,-83.0499,37.2201,51.0,POINT (-83.04989999999999 37.2201)
245262,-98.2093,35.3257,50.0,POINT (-98.2093 35.3257)
245317,-118.9740858,39.739197100000005,502.6,POINT (-118.9740858 39.73919710000001)
245322,-81.2623,38.3934,44.0,POINT (-81.2623 38.3934)
245344,-106.9672884,34.033388200000005,150.5,POINT (-106.9672884 34.0333882)
245357,-79.3716,42.4273,48.0,POINT (-79.3716 42.4273)
245390,-99.8988,32.9343,53.0,POINT (-99.89879999999999 32.9343)
245394,-79.46349649999999,41.702131099999995,60.9,POINT (-79.46349649999999 41.7021311)
245401,-79.5366171,40.558212,46.9,POINT (-79.5366171 40.558212)
245426,-95.0075,31.7646,72.0,POINT (-95.00749999999999 31.7646)
245473,-79.7984233,41.533296,55.6,POINT (-79.7984233 41.533296)
245524,-79.52306709999999,40.6606258,64.1,POINT (-79.52306709999999 40.6606258)
245598,-99.0682,32.4395,65.0,POINT (-99.0682 32.4395)
245633,-119.3360122,40.8466784,300.664,POINT (-119.3360122 40.8466784)
245643,-77.7527,42.7859,44.95,POINT (-77.7527 42.7859)
245651,-93.6402,30.3802,53.0,POINT (-93.64019999999999 30.3802)
245665,-79.019,42.3347,77.73,POINT (-79.01900000000001 42.3347)
245682,-128.7372224,47.898631099999996,440.0,POINT (-128.7372224 47.8986311)
245690,-76.31319,42.105470000000004,58.04,POINT (-76.31319000000001 42.10547)
245722,-79.5151,42.3324,30.0,POINT (-79.5151 42.3324)
245758,-101.9065,36.0501,57.0,POINT (-101.9065 36.0501)
245766,-97.3474,28.8169,50.0,POINT (-97.34739999999999 28.8169)
245796,-96.3446,31.6216,69.0,POINT (-96.3446 31.6216)
245853,-101.9104,31.4772,52.0,POINT (-101.9104 31.4772)
245866,-76.0013,42.5163,60.0,POINT (-76.0013 42.5163)
245888,-90.1007,31.5914,56.0,POINT (-90.1007 31.5914)
245889,-78.7590191,40.7236497,46.5,POINT (-78.7590191 40.7236497)
245931,-87.1177,37.8336,35.0,POINT (-87.1177 37.8336)
245956,-94.2143,32.4372,77.0,POINT (-94.21429999999999 32.4372)
245957,-77.0219,42.6838,60.98,POINT (-77.0219 42.6838)
245958,-89.5174,31.5375,53.0,POINT (-89.51739999999999 31.5375)
246046,-111.117392,32.4001089,222.0,POINT (-111.117392 32.4001089)
246053,-98.3366,28.4726,75.0,POINT (-98.3366 28.4726)
246082,-96.8938,31.0094,72.0,POINT (-96.8938 31.0094)
246088,-113.3625557,42.0932129,251.0,POINT (-113.3625557 42.0932129)
246097,-78.1889,42.6978,56.53,POINT (-78.1889 42.6978)
246109,-98.3014,27.4327,53.0,POINT (-98.3014 27.4327)
246115,-97.8448,26.2976,63.0,POINT (-97.84480000000001 26.2976)
246127,-118.4674851,40.6698882,68.0,POINT (-118.4674851 40.6698882)
246129,-79.6823,39.8066,54.0,POINT (-79.6823 39.8066)
246139,-108.0006071,32.5001222,97.9,POINT (-108.0006071 32.5001222)
246155,-101.4414,30.7262,57.0,POINT (-101.4414 30.7262)
246267,-101.3644,32.0162,48.0,POINT (-101.3644 32.0162)
246279,-87.5849,39.2669,54.0,POINT (-87.5849 39.2669)
246299,-79.2722,42.4129,47.4,POINT (-79.2722 42.4129)
246414,-79.2301,42.068,50.36,POINT (-79.23009999999999 42.068)
246449,-77.5868,42.0266,52.0,POINT (-77.5868 42.0266)
246451,-110.4357,36.497,51.0,POINT (-110.4357 36.497)
246473,-97.3341,28.8443,62.0,POINT (-97.33410000000001 28.8443)
246513,-127.7293932,47.8677435,211.0,POINT (-127.7293932 47.8677435)
246521,-98.9176,38.9502,48.0,POINT (-98.91759999999999 38.9502)
246525,-101.226,35.0667,60.0,POINT (-101.226 35.0667)
246574,-103.415,42.9333,79.0,POINT (-103.415 42.9333)
246628,-92.7386,28.9667,48.0,POINT (-92.73860000000001 28.9667)
246644,-79.4735,42.3819,49.49,POINT (-79.4735 42.3819)
246653,-92.4114,28.6915,46.0,POINT (-92.4114 28.6915)
246687,-122.6198732,38.990876899999996,146.0,POINT (-122.6198732 38.9908769)
246692,-112.85109750000001,38.5681624,75.312,POINT (-112.8510975 38.5681624)
246711,-114.7982318,44.2921852,90.0,POINT (-114.7982318 44.2921852)
246751,-76.4967,42.9956,36.03,POINT (-76.4967 42.9956)
246765,-97.0048,36.6736,53.0,POINT (-97.0048 36.6736)
246790,-95.9398,28.9657,69.0,POINT (-95.93980000000001 28.9657)
246791,-97.9293,33.2451,55.0,POINT (-97.9293 33.2451)
246865,-92.7896,29.5666,49.0,POINT (-92.78959999999999 29.5666)
246875,-99.489,37.4627,41.0,POINT (-99.489 37.4627)
246905,-109.1319,36.5078,60.0,POINT (-109.1319 36.5078)
246915,-117.9508624,40.106100299999994,134.68,POINT (-117.9508624 40.10610029999999)
246917,-106.66729309999998,35.8833484,251.0,POINT (-106.6672931 35.8833484)
246918,-106.66729309999998,35.8833484,280.0,POINT (-106.6672931 35.8833484)
246934,-102.4863,35.5759,52.0,POINT (-102.4863 35.5759)
247004,-117.1840509,40.8319969,221.13,POINT (-117.1840509 40.8319969)
247022,-95.7855,35.9054,42.0,POINT (-95.7855 35.9054)
247059,-78.8271,42.5692,32.16,POINT (-78.8271 42.5692)
247079,-78.9075,42.3788,42.88,POINT (-78.9075 42.3788)
247092,-84.3751,36.0461,60.0,POINT (-84.3751 36.0461)
247157,-96.0288,29.7869,73.0,POINT (-96.0288 29.7869)
247161,-93.9196,33.1837,64.0,POINT (-93.9196 33.1837)
247191,-80.3654339,41.119780799999994,66.4,POINT (-80.3654339 41.11978079999999)
247201,-99.1204,33.1181,57.0,POINT (-99.1204 33.1181)
247251,-99.4753,32.0918,55.0,POINT (-99.4753 32.0918)
247256,-101.6676,36.7814,60.0,POINT (-101.6676 36.7814)
247261,-79.5664,42.0458,56.85,POINT (-79.5664 42.0458)
247278,-97.7169,33.0334,61.0,POINT (-97.7169 33.0334)
247281,-94.7818,31.4537,60.0,POINT (-94.7818 31.4537)
247309,-101.7504,30.9742,49.0,POINT (-101.7504 30.9742)
247324,-75.01133940000001,33.1201401,50.6,POINT (-75.01133940000001 33.1201401)
247335,-79.4669604,40.4811422,48.1,POINT (-79.4669604 40.4811422)
247339,-113.68578090000001,34.641736,80.0,POINT (-113.6857809 34.641736)
247345,-97.9825,37.2267,56.0,POINT (-97.9825 37.2267)
247370,-121.6011216,43.541529,46.0,POINT (-121.6011216 43.541529)
247404,-95.0747,32.1767,72.0,POINT (-95.07470000000001 32.1767)
247481,-113.25074620000001,32.000107899999996,70.3,POINT (-113.2507462 32.0001079)
247501,-79.36505,40.4306326,39.1,POINT (-79.36505 40.4306326)
247540,-79.1096,42.15,49.23,POINT (-79.1096 42.15)
247556,-79.3117556,40.8251248,54.7,POINT (-79.3117556 40.8251248)
247557,-100.8028,38.0677,41.0,POINT (-100.8028 38.0677)
247584,-118.7749848,40.0552941,43.68,POINT (-118.7749848 40.0552941)
247613,-78.0141,42.761,35.0,POINT (-78.0141 42.761)
247627,-79.0147195,40.872547999999995,46.6,POINT (-79.0147195 40.87254799999999)
247670,-94.7471,31.7849,63.0,POINT (-94.7471 31.7849)
247696,-79.37734300000001,40.667435600000005,35.6,POINT (-79.37734300000001 40.6674356)
247716,-88.1776,32.6674,45.0,POINT (-88.1776 32.6674)
247747,-119.5299284,47.0041342,79.0,POINT (-119.5299284 47.0041342)
247761,-97.1644,28.4022,58.0,POINT (-97.1644 28.4022)
247772,-78.7166,42.2283,56.67,POINT (-78.7166 42.2283)
247786,-108.1708,47.8799,50.0,POINT (-108.1708 47.8799)
247847,-104.5265064,31.9601522,26.4,POINT (-104.5265064 31.9601522)
247872,-79.6492,42.1709,60.3,POINT (-79.64919999999999 42.1709)
247882,-98.2253,31.6502,50.0,POINT (-98.2253 31.6502)
247905,-94.7572,30.2027,57.0,POINT (-94.7572 30.2027)
247966,-127.6368882,47.780078,87.0,POINT (-127.6368882 47.780078)
247974,-95.7294,30.3015,75.0,POINT (-95.7294 30.3015)
247983,-99.8968,35.7895,55.0,POINT (-99.8968 35.7895)
247984,-99.3447,27.1713,76.0,POINT (-99.3447 27.1713)
248002,-78.9672,42.4384,34.84,POINT (-78.96720000000001 42.4384)
248017,-96.081,31.644,74.0,POINT (-96.081 31.644)
248025,-122.6637723,38.8535789,231.0,POINT (-122.6637723 38.8535789)
248026,-122.765075,38.853578000000006,351.0,POINT (-122.765075 38.85357800000001)
248036,-57.473621200000004,12.309629600000001,66.0,POINT (-57.4736212 12.3096296)
248067,-112.3740932,46.714597600000005,121.0,POINT (-112.3740932 46.7145976)
248072,-87.2992,37.1831,43.0,POINT (-87.2992 37.1831)
248153,-97.7157,27.6467,47.0,POINT (-97.7157 27.6467)
248169,-106.2707,46.3699,63.0,POINT (-106.2707 46.3699)
248175,-100.4844,33.6721,57.0,POINT (-100.4844 33.6721)
248243,-116.2746545,42.8698829,167.0,POINT (-116.2746545 42.8698829)
248245,-116.2746545,42.8698829,174.0,POINT (-116.2746545 42.8698829)
248277,-119.7467037,39.49989420000001,97.85,POINT (-119.7467037 39.49989420000001)
248297,-97.1425,37.3028,43.0,POINT (-97.1425 37.3028)
248337,-94.7282,31.6772,70.0,POINT (-94.7282 31.6772)
248359,-105.9206,44.0799,52.0,POINT (-105.9206 44.0799)
248371,-94.1354,33.3698,77.0,POINT (-94.1354 33.3698)
248388,-79.93077159999999,37.875054999999996,1481.1,POINT (-79.93077159999999 37.875055)
248404,-96.7136,38.1438,39.0,POINT (-96.7136 38.1438)
248415,-116.69592970000001,40.313407700000006,146.7,POINT (-116.6959297 40.31340770000001)
248422,-110.31749180000001,44.4216184,119.0,POINT (-110.3174918 44.4216184)
248452,-78.67198,42.39541,57.93,POINT (-78.67198 42.39541)
248484,-84.7508,44.8578,63.0,POINT (-84.7508 44.8578)
248486,-99.8432,29.8394,65.0,POINT (-99.8432 29.8394)
248497,-96.5066,28.5789,64.0,POINT (-96.50660000000001 28.5789)
248512,-96.0995,29.2904,63.0,POINT (-96.09950000000001 29.2904)
248556,-80.6931,39.3037,52.0,POINT (-80.6931 39.3037)
248571,-79.2772318,40.9304029,49.3,POINT (-79.2772318 40.9304029)
248597,-79.4905,42.2667,50.32,POINT (-79.4905 42.2667)
248598,-97.8669,33.1,69.0,POINT (-97.8669 33.1)
248617,-104.9675,37.2645,91.0,POINT (-104.9675 37.2645)
248634,-96.5361,29.2886,64.0,POINT (-96.5361 29.2886)
248670,-91.2736,30.6343,50.0,POINT (-91.2736 30.6343)
248672,-80.4442787,41.1910942,61.3,POINT (-80.4442787 41.1910942)
248684,-79.6036,42.2329,56.71,POINT (-79.6036 42.2329)
248706,-117.2431132,37.8724425,416.3,POINT (-117.2431132 37.8724425)
248749,-80.31442270000001,41.8522205,50.4,POINT (-80.31442270000001 41.8522205)
248777,-102.6937,38.0918,34.0,POINT (-102.6937 38.0918)
248807,-104.6045,37.344,67.0,POINT (-104.6045 37.344)
248820,-99.4972,28.6149,63.0,POINT (-99.49720000000001 28.6149)
248838,-104.8228,40.624,56.0,POINT (-104.8228 40.624)
248862,-96.4879,31.4194,73.0,POINT (-96.4879 31.4194)
248894,-108.8808,45.5199,81.0,POINT (-108.8808 45.5199)
248905,-105.65056240000001,35.750056,89.0,POINT (-105.6505624 35.750056)
248906,-117.9459663,40.389796399999994,107.9,POINT (-117.9459663 40.38979639999999)
248908,-91.6101,31.3562,54.0,POINT (-91.6101 31.3562)
248954,-104.7106,43.65,49.0,POINT (-104.7106 43.65)
248956,-79.554,42.1343,54.96,POINT (-79.554 42.1343)
248962,-111.93831259999999,42.1269229,20.35,POINT (-111.9383126 42.1269229)
248963,-111.93831259999999,42.1269229,403.3,POINT (-111.9383126 42.1269229)
248964,-111.93831259999999,42.1269229,3096.9,POINT (-111.9383126 42.1269229)
248994,-104.7906,47.8,60.0,POINT (-104.7906 47.8)
248998,-112.8661947,38.2758672,163.17600000000002,POINT (-112.8661947 38.2758672)
249003,-78.733809,40.9278096,41.0,POINT (-78.73380899999999 40.9278096)
249005,-103.4036,41.1877,49.0,POINT (-103.4036 41.1877)
249078,-117.3376014,39.34325,193.648,POINT (-117.3376014 39.34325)
249108,-81.6718,39.2485,52.0,POINT (-81.6718 39.2485)
249112,-99.8123,28.1558,70.0,POINT (-99.81229999999999 28.1558)
249130,-79.44080290000001,40.6271386,34.5,POINT (-79.44080290000001 40.6271386)
249168,-119.36901429999999,40.923177100000004,50.96,POINT (-119.3690143 40.9231771)
249200,-82.0966,24.5449,24.0,POINT (-82.0966 24.5449)
249244,-101.7591,38.4283,51.0,POINT (-101.7591 38.4283)
249245,-92.1862,30.9129,47.0,POINT (-92.1862 30.9129)
249262,-112.9175621,43.5479044,14.0,POINT (-112.9175621 43.5479044)
249287,-116.8017942,44.343168,60.0,POINT (-116.8017942 44.343168)
249296,-76.8169,42.7937,41.7,POINT (-76.8169 42.7937)
249326,-106.1385998,38.7339999,108.8,POINT (-106.1385998 38.7339999)
249358,-99.9837,32.1752,38.0,POINT (-99.9837 32.1752)
249369,-97.13,28.0414,70.0,POINT (-97.13 28.0414)
249376,-117.3378054,44.0423651,88.0,POINT (-117.3378054 44.0423651)
249396,-98.2271,26.5934,74.0,POINT (-98.22709999999999 26.5934)
249408,-111.4750229,43.9866124,247.0,POINT (-111.4750229 43.9866124)
249431,-95.9659,29.0758,53.0,POINT (-95.9659 29.0758)
249441,-80.4640968,34.7006157,40.0,POINT (-80.46409679999999 34.7006157)
249467,-88.55,40.83,47.0,POINT (-88.55 40.83)
249512,-96.2743,31.369,67.0,POINT (-96.2743 31.369)
249542,-79.09866,42.35484,56.93,POINT (-79.09866 42.35484)
249625,-96.7819867,32.8439534,55.0,POINT (-96.7819867 32.8439534)
249637,-99.9656,41.0624,53.0,POINT (-99.96559999999999 41.0624)
249640,-114.6632071,42.9471954,84.0,POINT (-114.6632071 42.9471954)
249695,-78.7848,42.8566,53.0,POINT (-78.7848 42.8566)
249721,-100.5084,36.3681,57.0,POINT (-100.5084 36.3681)
249754,-79.5314,42.3371,30.9,POINT (-79.5314 42.3371)
249760,-126.8639902,48.6750544,61.4,POINT (-126.8639902 48.6750544)
249845,-93.4863,33.3963,60.0,POINT (-93.4863 33.3963)
249858,-117.83475559999998,39.8526049,68.6,POINT (-117.8347556 39.8526049)
249865,-99.2298,28.2235,70.0,POINT (-99.2298 28.2235)
249870,-79.06522530000001,40.5209404,82.7,POINT (-79.06522530000001 40.5209404)
249884,-81.6331,40.67,42.0,POINT (-81.6331 40.67)
249915,-80.522,37.76,82.0,POINT (-80.52200000000001 37.76)
249924,-99.2453,35.1807,59.0,POINT (-99.2453 35.1807)
249936,-100.6764,32.8351,63.0,POINT (-100.6764 32.8351)
249967,-77.8851052,41.9273234,66.3,POINT (-77.8851052 41.9273234)
249988,-118.2511611,39.4086082,225.792,POINT (-118.2511611 39.4086082)
250021,-117.5059469,39.8915737,170.1,POINT (-117.5059469 39.8915737)
250025,-109.378,36.563,59.0,POINT (-109.378 36.563)
250039,-122.9109662,43.9316129,41.0,POINT (-122.9109662 43.9316129)
250040,-110.0006551,31.500140100000003,38.1,POINT (-110.0006551 31.5001401)
250056,-80.3469,39.1353,63.0,POINT (-80.34690000000001 39.1353)
250063,-96.6099,36.7316,47.0,POINT (-96.6099 36.7316)
250108,-111.746156,37.658685299999995,75.0,POINT (-111.746156 37.65868529999999)
250141,-112.53915409999999,43.8136056,2.0,POINT (-112.5391541 43.8136056)
250142,-112.53915409999999,43.8136056,132.0,POINT (-112.5391541 43.8136056)
250183,-98.2194,26.6548,67.0,POINT (-98.21939999999999 26.6548)
250195,-79.0681,42.5124,46.0,POINT (-79.0681 42.5124)
250224,-106.0005702,35.4167614,62.0,POINT (-106.0005702 35.4167614)
250233,-77.59404,42.09564,46.8,POINT (-77.59404000000001 42.09564)
250280,-78.0266,42.7854,39.91,POINT (-78.0266 42.7854)
250281,-79.3589,42.4774,41.79,POINT (-79.35890000000001 42.4774)
250334,-77.8856,41.424,61.0,POINT (-77.8856 41.424)
250356,-80.2802,39.2313,62.0,POINT (-80.28019999999999 39.2313)
250406,-96.5908,37.0817,40.0,POINT (-96.5908 37.0817)
250410,-77.104,42.6724,55.0,POINT (-77.104 42.6724)
250415,-100.6414,32.0522,60.0,POINT (-100.6414 32.0522)
250419,-117.75926480000001,40.6531944,100.0,POINT (-117.7592648 40.6531944)
250429,-76.3134,42.0133,53.85,POINT (-76.3134 42.0133)
250476,-122.87287859999998,38.9031761,181.0,POINT (-122.8728786 38.9031761)
250503,-97.4151,28.769,57.0,POINT (-97.4151 28.769)
250513,-93.5302,30.3902,49.0,POINT (-93.53019999999999 30.3902)
250527,-82.1304,37.4789,60.0,POINT (-82.13039999999999 37.4789)
250548,-104.4155,30.2832,51.0,POINT (-104.4155 30.2832)
250577,-115.1471119,42.2698975,68.0,POINT (-115.1471119 42.2698975)
250605,-121.80060300000001,42.1911398,184.0,POINT (-121.800603 42.1911398)
250663,-78.8044,42.6686,35.63,POINT (-78.8044 42.6686)
250669,-100.2398,37.6391,45.0,POINT (-100.2398 37.6391)
250681,-106.7178699,32.284434000000005,624.4,POINT (-106.7178699 32.284434)
250692,-79.122,42.4458,47.93,POINT (-79.122 42.4458)
250700,-94.5548,31.7407,71.0,POINT (-94.5548 31.7407)
250711,-79.4072,39.8681,81.0,POINT (-79.4072 39.8681)
250724,-120.2509645,35.4999685,59.0,POINT (-120.2509645 35.4999685)
250730,-117.5076128,39.8332412,315.84,POINT (-117.5076128 39.8332412)
250770,-105.9006,44.1799,48.0,POINT (-105.9006 44.1799)
250796,-77.1109,42.4394,58.0,POINT (-77.1109 42.4394)
250817,-128.66891950000002,47.8608987,269.0,POINT (-128.6689195 47.8608987)
250851,-79.3516,40.0212,50.0,POINT (-79.3516 40.0212)
250880,-99.8729,32.2843,55.0,POINT (-99.8729 32.2843)
250881,-77.5944082,35.2363985,26.0,POINT (-77.5944082 35.2363985)
250882,-77.5944082,35.2363985,49.0,POINT (-77.5944082 35.2363985)
250883,-77.5944082,35.2363985,71.0,POINT (-77.5944082 35.2363985)
250921,-94.5308,32.1031,78.0,POINT (-94.5308 32.1031)
250958,-71.1994499,44.183262,62.0,POINT (-71.1994499 44.183262)
250970,-115.5188885,39.7551248,128.25,POINT (-115.5188885 39.7551248)
250971,-115.5188885,39.7551248,133.8,POINT (-115.5188885 39.7551248)
250979,-98.6854,36.3113,54.0,POINT (-98.6854 36.3113)
251023,-103.118,35.3726,45.0,POINT (-103.118 35.3726)
251029,-95.7439,32.7136,64.0,POINT (-95.7439 32.7136)
251031,-118.5996425,48.9950461,80.0,POINT (-118.5996425 48.9950461)
251060,-83.9423,45.4671,55.0,POINT (-83.9423 45.4671)
251096,-92.2441,31.5827,54.0,POINT (-92.2441 31.5827)
251100,-78.9538,42.3269,53.78,POINT (-78.9538 42.3269)
251148,-118.23997179999999,40.1953966,89.18,POINT (-118.2399718 40.1953966)
251164,-122.752773,38.743180100000004,354.0,POINT (-122.752773 38.7431801)
251186,-102.4606,47.83,57.0,POINT (-102.4606 47.83)
251188,-83.4087,36.7251,56.0,POINT (-83.4087 36.7251)
251238,-113.7191148,37.8832682,159.0,POINT (-113.7191148 37.8832682)
251243,-82.5152,42.7642,47.0,POINT (-82.51519999999999 42.7642)
251264,-96.8203,29.3353,56.0,POINT (-96.8203 29.3353)
251276,-80.3450561,41.7296916,52.2,POINT (-80.34505609999999 41.7296916)
251306,-79.0192,42.497,41.9,POINT (-79.0192 42.497)
251325,-101.2171,34.5311,59.0,POINT (-101.2171 34.5311)
251332,-90.1287,29.0374,39.0,POINT (-90.12869999999999 29.0374)
251371,-79.3062292,40.9150875,65.8,POINT (-79.3062292 40.9150875)
251385,-102.7346,35.7351,59.0,POINT (-102.7346 35.7351)
251403,-100.3173,40.4055,47.0,POINT (-100.3173 40.4055)
251417,-117.69426229999999,40.6091956,84.0,POINT (-117.6942623 40.6091956)
251430,-97.3848,26.636,60.0,POINT (-97.3848 26.636)
251499,-121.96445120000001,44.54451829999999,97.0,POINT (-121.9644512 44.54451829999999)
251522,-79.6779,42.1747,63.09,POINT (-79.67789999999999 42.1747)
251552,-79.6038,42.0441,57.35,POINT (-79.60380000000001 42.0441)
251566,-79.6258993,40.5294519,36.4,POINT (-79.6258993 40.5294519)
251599,-77.21325999999999,42.79091,55.12,POINT (-77.21325999999999 42.79091)
251645,-96.8182,29.1388,70.0,POINT (-96.8182 29.1388)
251672,-127.7538895,47.7032433,171.0,POINT (-127.7538895 47.7032433)
251674,-91.0768,31.9309,60.0,POINT (-91.07680000000001 31.9309)
251685,-83.338,44.6405,61.0,POINT (-83.33799999999999 44.6405)
251781,-79.3988,42.3223,48.19,POINT (-79.39879999999999 42.3223)
251787,-97.5932,26.4709,54.0,POINT (-97.5932 26.4709)
251789,-104.66723640000001,36.1833517,76.0,POINT (-104.6672364 36.1833517)
251790,-104.66723640000001,36.1833517,113.0,POINT (-104.6672364 36.1833517)
251837,-110.4007946,44.4332177,192.0,POINT (-110.4007946 44.4332177)
251846,-96.0832,31.6573,74.0,POINT (-96.08320000000001 31.6573)
251885,-127.5795567,47.9112453,296.0,POINT (-127.5795567 47.9112453)
251937,-71.599476,42.7332721,50.0,POINT (-71.599476 42.7332721)
251941,-79.2514821,40.85743370000001,46.5,POINT (-79.2514821 40.85743370000001)
251943,-79.4913,42.3437,35.0,POINT (-79.4913 42.3437)
251946,-98.5365,29.1478,48.0,POINT (-98.5365 29.1478)
251949,-82.8614,36.9572,57.0,POINT (-82.8614 36.9572)
251954,-121.8319626,45.3061156,57.0,POINT (-121.8319626 45.3061156)
251966,-109.36398740000001,37.731598600000005,66.0,POINT (-109.3639874 37.73159860000001)
251989,-87.6708,37.446,34.0,POINT (-87.6708 37.446)
252070,-113.1448013,38.140767600000004,221.752,POINT (-113.1448013 38.1407676)
252071,-113.1448013,38.140767600000004,249.2,POINT (-113.1448013 38.1407676)
252095,-79.5038,42.2756,49.25,POINT (-79.5038 42.2756)
252106,-117.9009939,42.316574100000004,66.0,POINT (-117.9009939 42.3165741)
252107,-117.9009939,42.316574100000004,71.0,POINT (-117.9009939 42.3165741)
252108,-117.9009939,42.316574100000004,84.0,POINT (-117.9009939 42.3165741)
252109,-117.9009939,42.316574100000004,100.0,POINT (-117.9009939 42.3165741)
252110,-117.9009939,42.316574100000004,121.0,POINT (-117.9009939 42.3165741)
252111,-117.9009939,42.316574100000004,163.0,POINT (-117.9009939 42.3165741)
252159,-116.0360007,39.551023799999996,18.0,POINT (-116.0360007 39.5510238)
252210,-118.25457140000002,40.1402973,116.9,POINT (-118.2545714 40.1402973)
252232,-85.1861,44.0213,48.0,POINT (-85.1861 44.0213)
252233,-88.2688335,32.0446847,36.0,POINT (-88.2688335 32.0446847)
252235,-95.4872,29.5692,53.0,POINT (-95.4872 29.5692)
252264,-88.5,37.6801,37.0,POINT (-88.5 37.6801)
252326,-107.1733905,33.474500899999995,167.36,POINT (-107.1733905 33.4745009)
252345,-78.8764,42.2039,60.09,POINT (-78.8764 42.2039)
252462,-82.3509,37.269,66.0,POINT (-82.3509 37.269)
