,longitude,latitude,heat_flow,geometry
252474,-78.8971,40.6091,55.0,POINT (-78.89709999999999 40.6091)
252486,-96.3095,29.2862,64.0,POINT (-96.3095 29.2862)
252524,-115.5529261,42.4141929,176.0,POINT (-115.5529261 42.4141929)
252533,-79.0404,40.9213,49.0,POINT (-79.04040000000001 40.9213)
252597,-100.0634,33.6511,74.0,POINT (-100.0634 33.6511)
252610,-96.7821,29.2672,48.0,POINT (-96.7821 29.2672)
252636,-76.8016,42.858,48.0,POINT (-76.80159999999999 42.858)
252656,-94.5052,31.7701,72.0,POINT (-94.5052 31.7701)
252662,-96.0048,29.7593,69.0,POINT (-96.0048 29.7593)
252701,-91.0697,30.3025,40.0,POINT (-91.0697 30.3025)
252763,-113.0007415,32.2501023,80.8,POINT (-113.0007415 32.2501023)
252777,-81.7255,37.7649,58.0,POINT (-81.7255 37.7649)
252797,-91.0394,33.1881,62.0,POINT (-91.0394 33.1881)
252818,-98.7431,28.3801,72.0,POINT (-98.7431 28.3801)
252830,-80.4976324,41.171412200000006,54.9,POINT (-80.4976324 41.17141220000001)
252832,-102.5838,35.0717,48.0,POINT (-102.5838 35.0717)
252845,-75.88466640000001,32.763451399999994,54.3,POINT (-75.88466640000001 32.76345139999999)
252866,-99.1351,27.4333,77.0,POINT (-99.13509999999999 27.4333)
252871,-104.1106,45.87,57.0,POINT (-104.1106 45.87)
252888,-87.1117,30.8541,48.0,POINT (-87.1117 30.8541)
252900,-115.53488909999999,39.7674245,112.0,POINT (-115.5348891 39.7674245)
252914,-119.12273559999998,42.6998597,46.0,POINT (-119.1227356 42.6998597)
252929,-80.9785,38.5909,42.0,POINT (-80.9785 38.5909)
252943,-95.0251,33.7636,45.0,POINT (-95.02509999999999 33.7636)
252951,-96.2274,28.8278,56.0,POINT (-96.2274 28.8278)
252966,-79.6169178,41.6782094,56.1,POINT (-79.6169178 41.6782094)
252971,-87.7161,38.3267,41.0,POINT (-87.7161 38.3267)
252976,-79.2603,39.7877,53.4,POINT (-79.2603 39.7877)
252987,-88.7801,38.4701,43.0,POINT (-88.7801 38.4701)
253040,-97.0944,28.6971,51.0,POINT (-97.09439999999999 28.6971)
253045,-99.2659,26.9227,80.0,POINT (-99.2659 26.9227)
253048,-112.0209,47.8199,38.0,POINT (-112.0209 47.8199)
253092,-99.937,28.5351,54.0,POINT (-99.937 28.5351)
253101,-77.3086835,41.6625489,68.3,POINT (-77.3086835 41.6625489)
253112,-97.0244,27.9599,77.0,POINT (-97.0244 27.9599)
253152,-94.0539,31.9572,72.0,POINT (-94.0539 31.9572)
253174,-79.4238,40.0354,75.0,POINT (-79.4238 40.0354)
253185,-91.8801,30.2902,50.0,POINT (-91.8801 30.2902)
253194,-101.1312,36.9945,61.0,POINT (-101.1312 36.9945)
253197,-107.06179099999999,34.01378820000001,67.596,POINT (-107.061791 34.01378820000001)
253231,-79.893004,39.9211074,48.8,POINT (-79.893004 39.9211074)
253259,-97.436,36.891,47.0,POINT (-97.43600000000001 36.891)
253279,-79.2672927,40.9792079,50.7,POINT (-79.2672927 40.9792079)
253333,-100.1037,41.0952,49.0,POINT (-100.1037 41.0952)
253334,-79.534542,40.89580170000001,67.1,POINT (-79.534542 40.89580170000001)
253376,-117.1542703,39.8932432,823.0039999999999,POINT (-117.1542703 39.8932432)
253384,-97.9142,27.7833,54.0,POINT (-97.91419999999999 27.7833)
253390,-102.8185,33.6641,46.0,POINT (-102.8185 33.6641)
253415,-90.765,32.5023,57.0,POINT (-90.765 32.5023)
253433,-79.0983,42.4725,47.18,POINT (-79.09829999999999 42.4725)
253441,-98.8523,32.2418,63.0,POINT (-98.8523 32.2418)
253447,-117.6156594,40.5621968,84.63,POINT (-117.6156594 40.5621968)
253552,-97.8853,32.9921,54.0,POINT (-97.8853 32.9921)
253558,-120.78285249999999,46.32652279999999,74.0,POINT (-120.7828525 46.32652279999999)
253562,-83.8033,44.4637,54.0,POINT (-83.80329999999999 44.4637)
253587,-84.2179,45.224,52.0,POINT (-84.2179 45.224)
253680,-103.408,42.2642,61.0,POINT (-103.408 42.2642)
253688,-98.6827,35.8611,56.0,POINT (-98.6827 35.8611)
253728,-96.5994,29.4882,75.0,POINT (-96.5994 29.4882)
253759,-108.8408,44.9999,48.0,POINT (-108.8408 44.9999)
253771,-84.244,36.1197,39.0,POINT (-84.244 36.1197)
253776,-81.3359,24.6431,24.0,POINT (-81.3359 24.6431)
253777,-97.6849,27.3852,63.0,POINT (-97.6849 27.3852)
253831,-119.44470829999999,40.3886836,1019.2,POINT (-119.4447083 40.3886836)
253840,-98.5413,26.3607,70.0,POINT (-98.54130000000001 26.3607)
253895,-89.1963,32.2038,49.0,POINT (-89.19629999999999 32.2038)
253906,-101.2504,32.9901,59.0,POINT (-101.2504 32.9901)
253951,-91.1652,28.9711,48.0,POINT (-91.1652 28.9711)
253976,-82.8234,37.1301,72.0,POINT (-82.82340000000001 37.1301)
254008,-104.6164978,29.829113899999996,390.0,POINT (-104.6164978 29.8291139)
254053,-127.7792237,47.7105763,1194.0,POINT (-127.7792237 47.7105763)
254077,-84.2289,36.145,56.0,POINT (-84.2289 36.145)
254149,-98.4686,32.6457,52.0,POINT (-98.4686 32.6457)
254160,-116.57462959999998,40.5597054,94.18,POINT (-116.5746296 40.5597054)
254200,-94.8614,32.6217,70.0,POINT (-94.8614 32.6217)
254224,-95.8864,32.564,63.0,POINT (-95.88639999999999 32.564)
254292,-84.3478,36.1309,52.0,POINT (-84.34780000000001 36.1309)
254294,-85.8003,40.9242,50.0,POINT (-85.80029999999999 40.9242)
254312,-116.3459578,42.942181700000006,81.0,POINT (-116.3459578 42.94218170000001)
254313,-116.3459578,42.942181700000006,154.808,POINT (-116.3459578 42.94218170000001)
254319,-112.2857438,34.79174129999999,60.0,POINT (-112.2857438 34.79174129999999)
254350,-115.5455166,33.116562699999996,150.0,POINT (-115.5455166 33.1165627)
254380,-70.36111120000001,41.7049747,57.0,POINT (-70.36111120000001 41.7049747)
254387,-91.748,32.9721,56.0,POINT (-91.748 32.9721)
254405,-96.2828,33.7861,42.0,POINT (-96.28279999999999 33.7861)
254431,-78.07872040000001,40.8597608,68.3,POINT (-78.07872040000001 40.8597608)
254433,-76.8838,42.838,45.19,POINT (-76.88379999999999 42.838)
254441,-88.7901,37.9801,63.0,POINT (-88.7901 37.9801)
254449,-116.1706524,42.930883200000004,64.0,POINT (-116.1706524 42.9308832)
254472,-95.9392,29.4746,68.0,POINT (-95.9392 29.4746)
254489,-78.485,42.0759,73.13,POINT (-78.485 42.0759)
254497,-112.875753,34.000056799999996,67.4,POINT (-112.875753 34.0000568)
254504,-104.8111,37.1135,47.0,POINT (-104.8111 37.1135)
254513,-101.6421,38.3372,49.0,POINT (-101.6421 38.3372)
254610,-115.4625028,40.9611091,84.5,POINT (-115.4625028 40.9611091)
254677,-79.2318,42.268,55.5,POINT (-79.23180000000001 42.268)
254700,-84.3024,45.0863,58.0,POINT (-84.30240000000001 45.0863)
254704,-94.0823,32.7837,72.0,POINT (-94.0823 32.7837)
254722,-100.0128,40.7052,53.0,POINT (-100.0128 40.7052)
254748,-99.02370450000001,42.979985299999996,108.0,POINT (-99.02370450000001 42.9799853)
254755,-79.50918809999999,40.6411394,49.5,POINT (-79.50918809999999 40.6411394)
254818,-79.3538,42.2748,48.85,POINT (-79.35380000000001 42.2748)
254831,-94.6237,29.2238,43.0,POINT (-94.6237 29.2238)
254870,-83.3999,37.1201,41.0,POINT (-83.3999 37.1201)
254880,-79.4876,42.2698,50.3,POINT (-79.4876 42.2698)
254900,-100.4087,32.5043,57.0,POINT (-100.4087 32.5043)
254915,-79.516,42.35,45.41,POINT (-79.51600000000001 42.35)
254979,-81.0127,27.7958,29.0,POINT (-81.0127 27.7958)
255088,-82.0167,38.5583,44.0,POINT (-82.0167 38.5583)
255124,-121.0043625,41.0898603,63.0,POINT (-121.0043625 41.0898603)
255125,-121.0043625,41.0898603,88.0,POINT (-121.0043625 41.0898603)
255157,-98.8887,27.5261,74.0,POINT (-98.8887 27.5261)
255196,-79.4375,39.8193,67.3,POINT (-79.4375 39.8193)
255263,-99.2193,28.2164,69.0,POINT (-99.2193 28.2164)
255279,-103.3248,42.0965,66.0,POINT (-103.3248 42.0965)
255286,-119.02079040000001,39.96789329999999,214.2,POINT (-119.0207904 39.96789329999999)
255296,-117.3647565,40.863695,1020.0,POINT (-117.3647565 40.863695)
255300,-116.55812890000001,40.54120579999999,142.66,POINT (-116.5581289 40.54120579999999)
255326,-101.017,36.1334,45.0,POINT (-101.017 36.1334)
255342,-107.0807,46.0799,58.0,POINT (-107.0807 46.0799)
255350,-79.431,42.264,52.0,POINT (-79.431 42.264)
255352,-119.58000249999999,39.734792,264.81,POINT (-119.5800025 39.734792)
255371,-88.0879,32.4968,61.0,POINT (-88.0879 32.4968)
255422,-102.7706,48.01,61.0,POINT (-102.7706 48.01)
255462,-99.2685,27.3173,56.0,POINT (-99.2685 27.3173)
255467,-96.3332,32.1306,84.0,POINT (-96.33320000000001 32.1306)
255475,-116.047552,35.3517035,91.0,POINT (-116.047552 35.3517035)
255544,-79.4514479,40.8345786,47.4,POINT (-79.45144790000001 40.8345786)
255553,-108.78333319999999,33.130501699999996,61.92,POINT (-108.7833332 33.1305017)
255576,-79.3559,42.3062,48.16,POINT (-79.35590000000001 42.3062)
255616,-98.474,29.1796,67.0,POINT (-98.474 29.1796)
255636,-90.5166,31.1302,53.0,POINT (-90.5166 31.1302)
255672,-98.4497,27.4644,65.0,POINT (-98.44970000000001 27.4644)
255675,-78.9330475,35.683392299999994,27.0,POINT (-78.9330475 35.68339229999999)
255676,-79.3501,42.3468,40.27,POINT (-79.3501 42.3468)
255704,-100.4104,35.3591,38.0,POINT (-100.4104 35.3591)
255755,-81.7394,37.8165,51.0,POINT (-81.7394 37.8165)
255767,-118.55433740000001,41.7582076,122.304,POINT (-118.5543374 41.7582076)
255792,-99.3667,42.6497,68.0,POINT (-99.36669999999999 42.6497)
255858,-98.0958,36.4562,51.0,POINT (-98.0958 36.4562)
255864,-105.3107,48.91,66.0,POINT (-105.3107 48.91)
255890,-80.02073229999999,41.2647684,56.3,POINT (-80.02073229999999 41.2647684)
255929,-58.7114059,15.5309673,99.0,POINT (-58.7114059 15.5309673)
256051,-78.8963,42.6341,37.66,POINT (-78.8963 42.6341)
256092,-96.7553,37.3303,51.0,POINT (-96.75530000000001 37.3303)
256138,-85.1499,36.6601,72.0,POINT (-85.1499 36.6601)
256207,-122.9198787,38.8323769,290.0,POINT (-122.9198787 38.8323769)
256228,-79.73461809999999,40.5020823,47.8,POINT (-79.73461809999999 40.5020823)
256266,-100.8534,33.4031,55.0,POINT (-100.8534 33.4031)
256320,-80.013398,40.0678227,63.9,POINT (-80.013398 40.0678227)
256321,-79.6888,42.2185,59.48,POINT (-79.6888 42.2185)
256350,-107.5541,36.7595,81.0,POINT (-107.5541 36.7595)
256353,-108.8256277,32.183526799999996,57.7392,POINT (-108.8256277 32.1835268)
256356,-122.7298722,38.7310805,196.0,POINT (-122.7298722 38.7310805)
256357,-122.7298722,38.7310805,199.0,POINT (-122.7298722 38.7310805)
256396,-80.037018,41.2806826,66.4,POINT (-80.037018 41.2806826)
256410,-111.5007283,35.500029999999995,54.0,POINT (-111.5007283 35.50003)
256442,-113.37835619999998,42.096612799999996,745.4545455,POINT (-113.3783562 42.0966128)
256443,-104.8206,44.06,48.0,POINT (-104.8206 44.06)
256486,-101.3964,33.3851,41.0,POINT (-101.3964 33.3851)
256509,-88.5332,29.3307,49.0,POINT (-88.53319999999999 29.3307)
256521,-78.2811,42.3124,50.18,POINT (-78.2811 42.3124)
256524,-103.5591,41.8839,52.0,POINT (-103.5591 41.8839)
256525,-112.4897905,38.8816598,62.76,POINT (-112.4897905 38.8816598)
256534,-79.5723,42.2912,51.62,POINT (-79.5723 42.2912)
256568,-127.5842236,47.9119119,316.0,POINT (-127.5842236 47.9119119)
256573,-76.1781,42.0501,49.47,POINT (-76.1781 42.0501)
256580,-78.5433,42.0917,41.46,POINT (-78.5433 42.0917)
256583,-97.3108,37.9277,54.0,POINT (-97.3108 37.9277)
256673,-95.1635,28.9141,34.0,POINT (-95.1635 28.9141)
256715,-118.8615801,39.5561009,136.1,POINT (-118.8615801 39.5561009)
256738,-117.4842615,40.9665927,128.0,POINT (-117.4842615 40.9665927)
256790,-81.9226,37.841,76.0,POINT (-81.9226 37.841)
256795,-97.9758,38.7413,55.0,POINT (-97.97580000000001 38.7413)
256849,-97.3728,37.8986,46.0,POINT (-97.3728 37.8986)
256853,-86.3346,38.467,39.0,POINT (-86.33459999999999 38.467)
256863,-79.1956,42.4148,47.11,POINT (-79.1956 42.4148)
256886,-83.6873,41.7706,39.0,POINT (-83.68729999999999 41.7706)
256905,-78.9829,42.3492,50.92,POINT (-78.9829 42.3492)
256955,-96.353,32.0023,60.0,POINT (-96.35299999999999 32.0023)
256957,-84.2654,42.5779,52.0,POINT (-84.2654 42.5779)
256959,-99.3525,27.2393,79.0,POINT (-99.35250000000001 27.2393)
256997,-79.1869,42.428,47.26,POINT (-79.18689999999999 42.428)
257022,-82.2231,37.2029,72.0,POINT (-82.2231 37.2029)
257045,-80.958,27.3753,40.0,POINT (-80.958 27.3753)
257055,-97.773,37.9677,53.0,POINT (-97.773 37.9677)
257057,-111.1730479,38.4949747,97.0,POINT (-111.1730479 38.4949747)
257062,-96.8944,30.4454,51.0,POINT (-96.8944 30.4454)
257077,-79.9002,40.1972,87.8,POINT (-79.9002 40.1972)
257078,-81.7369,37.2235,58.0,POINT (-81.73690000000001 37.2235)
257081,-79.24140320000001,40.8448581,44.0,POINT (-79.24140320000001 40.8448581)
257090,-116.2274324,41.474697,202.0,POINT (-116.2274324 41.474697)
257100,-116.2508436,34.0000348,156.9,POINT (-116.2508436 34.0000348)
257160,-100.5504,36.1334,75.0,POINT (-100.5504 36.1334)
257173,-83.5358,43.2106,54.0,POINT (-83.53579999999999 43.2106)
257178,-104.9821,37.2505,75.0,POINT (-104.9821 37.2505)
257193,-118.2509068,34.9999958,60.7,POINT (-118.2509068 34.9999958)
257202,-79.3762,42.4683,41.91,POINT (-79.3762 42.4683)
257218,-82.6012,36.8866,56.0,POINT (-82.60120000000001 36.8866)
257225,-94.8541,29.8508,57.0,POINT (-94.8541 29.8508)
257252,-112.7669975,38.787459399999996,276.144,POINT (-112.7669975 38.7874594)
257259,-96.506,32.3671,60.0,POINT (-96.506 32.3671)
257293,-86.8318,30.9847,49.0,POINT (-86.8318 30.9847)
257342,-79.5269,42.288,50.37,POINT (-79.5269 42.288)
257364,-116.11391470000001,40.444010600000006,90.09,POINT (-116.1139147 40.44401060000001)
257373,-116.16763059999998,41.470397600000005,481.0,POINT (-116.1676306 41.47039760000001)
257376,-128.7975932,47.987730299999996,168.0,POINT (-128.7975932 47.9877303)
257396,-90.5173,31.5819,56.0,POINT (-90.51730000000001 31.5819)
257399,-118.3772116,42.5535677,50.0,POINT (-118.3772116 42.5535677)
257400,-118.3772116,42.5535677,75.0,POINT (-118.3772116 42.5535677)
257402,-94.9223,32.4759,63.0,POINT (-94.92230000000001 32.4759)
257420,-104.3506,41.2,47.0,POINT (-104.3506 41.2)
257437,-58.701739,15.5339005,65.0,POINT (-58.701739 15.5339005)
257442,-96.9909,35.8185,48.0,POINT (-96.9909 35.8185)
257493,-110.3857,36.963,75.0,POINT (-110.3857 36.963)
257508,-96.6901,29.0144,57.0,POINT (-96.6901 29.0144)
257520,-96.4677,34.543,43.0,POINT (-96.46769999999999 34.543)
257541,-95.5739,38.7594,41.0,POINT (-95.57389999999999 38.7594)
257612,-98.3372,29.1399,57.0,POINT (-98.3372 29.1399)
257673,-105.4707,48.4899,61.0,POINT (-105.4707 48.4899)
257693,-127.33554609999999,47.7740816,145.0,POINT (-127.3355461 47.7740816)
257698,-108.7308,46.8199,75.0,POINT (-108.7308 46.8199)
257708,-84.932,44.8136,56.0,POINT (-84.932 44.8136)
257718,-113.0784996,38.1613677,158.99200000000002,POINT (-113.0784996 38.1613677)
257739,-107.1647054,35.601551799999996,18.83,POINT (-107.1647054 35.6015518)
257758,-79.25614190000002,40.821256299999995,47.2,POINT (-79.25614190000002 40.82125629999999)
257760,-84.2588,36.7486,45.0,POINT (-84.25879999999999 36.7486)
257791,-79.1192,42.2293,48.12,POINT (-79.11920000000001 42.2293)
257796,-122.825775,38.7490793,162.0,POINT (-122.825775 38.7490793)
257797,-122.825775,38.7490793,177.0,POINT (-122.825775 38.7490793)
257842,-92.1208,31.3937,53.0,POINT (-92.1208 31.3937)
257859,-81.4877,37.6296,61.0,POINT (-81.4877 37.6296)
257908,-96.7002964,36.320076799999995,72.0,POINT (-96.7002964 36.3200768)
257927,-115.2775584,40.5365826,146.44,POINT (-115.2775584 40.5365826)
257953,-101.9849,36.6489,55.0,POINT (-101.9849 36.6489)
257955,-76.915,42.8038,36.14,POINT (-76.91500000000001 42.8038)
257964,-112.17468400000001,46.554899299999995,61.6,POINT (-112.174684 46.5548993)
257998,-102.3454,30.8232,37.0,POINT (-102.3454 30.8232)
258031,-111.8122775,39.502655,89.0,POINT (-111.8122775 39.502655)
258040,-81.6167,37.5985,63.0,POINT (-81.61669999999999 37.5985)
258077,-84.5566,42.1293,51.0,POINT (-84.5566 42.1293)
258079,-99.5337,31.9168,48.0,POINT (-99.5337 31.9168)
258083,-97.276,25.9989,53.0,POINT (-97.276 25.9989)
258121,-75.0896423,32.9684441,55.7,POINT (-75.08964229999999 32.9684441)
258171,-79.5633,42.0951,56.95,POINT (-79.5633 42.0951)
258177,-96.0385,28.9224,58.0,POINT (-96.0385 28.9224)
258200,-122.8255183,46.5390011,30.0,POINT (-122.8255183 46.5390011)
258202,-122.8255183,46.5390011,31.0,POINT (-122.8255183 46.5390011)
258221,-82.2702,37.2178,67.0,POINT (-82.2702 37.2178)
258228,-79.4538968,40.8519383,34.1,POINT (-79.4538968 40.8519383)
258255,-77.8722861,41.9300614,86.6,POINT (-77.8722861 41.9300614)
258256,-88.8493,31.4432,53.0,POINT (-88.8493 31.4432)
258321,-57.48663810000001,12.308829699999999,52.0,POINT (-57.48663810000001 12.3088297)
258362,-97.3591,38.2266,52.0,POINT (-97.3591 38.2266)
258386,-98.4621,28.3431,72.0,POINT (-98.46210000000001 28.3431)
258393,-112.0809,48.9799,45.0,POINT (-112.0809 48.9799)
258408,-98.5235,35.0213,59.0,POINT (-98.5235 35.0213)
258444,-91.8801,31.4302,48.0,POINT (-91.8801 31.4302)
258452,-87.5612,37.4872,34.0,POINT (-87.5612 37.4872)
258456,-78.6616075,41.8450819,29.4,POINT (-78.6616075 41.8450819)
258459,-100.5306,40.4772,51.0,POINT (-100.5306 40.4772)
258474,-101.3605,48.81,51.0,POINT (-101.3605 48.81)
258545,-94.3626,29.7629,61.0,POINT (-94.3626 29.7629)
258555,-100.4948,39.2913,54.0,POINT (-100.4948 39.2913)
258556,-79.0468,39.9514,76.8,POINT (-79.0468 39.9514)
258573,-91.576,31.5032,53.0,POINT (-91.57599999999999 31.5032)
258579,-87.9869,38.2575,42.0,POINT (-87.98690000000001 38.2575)
258673,-96.5625,29.2255,58.0,POINT (-96.5625 29.2255)
258705,-79.352,42.3593,50.24,POINT (-79.352 42.3593)
258748,-99.2081,27.7241,69.0,POINT (-99.2081 27.7241)
258756,-98.932,27.355,88.0,POINT (-98.932 27.355)
258759,-79.85455870000001,39.962224799999994,53.6,POINT (-79.85455870000001 39.96222479999999)
258762,-95.4938,29.1623,53.0,POINT (-95.49379999999999 29.1623)
258773,-97.8163,27.1222,61.0,POINT (-97.8163 27.1222)
258790,-103.5206,45.78,69.0,POINT (-103.5206 45.78)
258812,-106.49848840000001,35.9140486,238.5,POINT (-106.4984884 35.9140486)
258818,-57.4932216,12.3096796,53.0,POINT (-57.4932216 12.3096796)
258830,-81.3963,26.3643,36.0,POINT (-81.3963 26.3643)
258865,-99.6501,27.9623,71.0,POINT (-99.65009999999999 27.9623)
258876,-79.20540229999999,41.078112,44.1,POINT (-79.20540229999999 41.078112)
258941,-105.1142665,38.4613092,42.0,POINT (-105.1142665 38.4613092)
258944,-89.0301,39.04,51.0,POINT (-89.0301 39.04)
258948,-118.87774399999999,43.6148542,134.0,POINT (-118.877744 43.6148542)
258957,-97.8225,25.5115,67.0,POINT (-97.82250000000001 25.5115)
259005,-100.0317,39.4236,51.0,POINT (-100.0317 39.4236)
259087,-103.7038493,41.771675099999996,51.0,POINT (-103.7038493 41.7716751)
259090,-96.2778,31.4173,67.0,POINT (-96.2778 31.4173)
259104,-96.1651,31.9828,68.0,POINT (-96.1651 31.9828)
259127,-77.949,42.0043,47.22,POINT (-77.949 42.0043)
259133,-84.2633,36.7062,46.0,POINT (-84.2633 36.7062)
259172,-105.1486,35.618,69.0,POINT (-105.1486 35.618)
259204,-79.7371,39.568,58.0,POINT (-79.7371 39.568)
259212,-80.387462,41.8206761,52.1,POINT (-80.387462 41.8206761)
259225,-89.5469,30.8036,52.0,POINT (-89.54689999999999 30.8036)
259272,-85.2506,42.8688,47.0,POINT (-85.25060000000001 42.8688)
259322,-96.2553,29.6122,54.0,POINT (-96.25530000000001 29.6122)
259451,-89.3359,29.3736,40.0,POINT (-89.3359 29.3736)
259521,-107.7008,48.5499,55.0,POINT (-107.7008 48.5499)
259531,-82.9566,43.185,39.0,POINT (-82.95659999999999 43.185)
259538,-117.1459368,39.8965766,267.54,POINT (-117.1459368 39.8965766)
259566,-87.649,38.2225,43.0,POINT (-87.649 38.2225)
259575,-99.1419,26.3336,65.0,POINT (-99.14190000000001 26.3336)
259596,-96.2611,37.2209,33.0,POINT (-96.2611 37.2209)
259635,-98.8459,38.3563,48.0,POINT (-98.8459 38.3563)
259655,-97.4988,31.5384,66.0,POINT (-97.4988 31.5384)
259713,-80.34715159999999,41.2494503,61.8,POINT (-80.34715159999999 41.2494503)
259718,-79.7616,42.2342,52.35,POINT (-79.7616 42.2342)
259734,-84.3285,36.0559,51.0,POINT (-84.32850000000001 36.0559)
259749,-99.6278,37.2112,45.0,POINT (-99.62779999999999 37.2112)
259763,-96.525,38.2769,42.0,POINT (-96.52500000000001 38.2769)
259809,-79.2347754,40.991763,46.5,POINT (-79.2347754 40.991763)
259871,-94.4874,29.9754,60.0,POINT (-94.48739999999999 29.9754)
259883,-80.74730579999999,34.5389197,46.0,POINT (-80.74730579999999 34.5389197)
259912,-80.0163398,41.44491179999999,57.3,POINT (-80.0163398 41.44491179999999)
259917,-121.9669549,44.7256172,92.0,POINT (-121.9669549 44.7256172)
259918,-121.9669549,44.7256172,96.0,POINT (-121.9669549 44.7256172)
259954,-79.0258521,40.8721838,46.8,POINT (-79.02585209999999 40.8721838)
260015,-128.6847531,47.857731799999996,294.0,POINT (-128.6847531 47.8577318)
260021,-117.9459663,40.3915964,133.0,POINT (-117.9459663 40.3915964)
260032,-96.2133,35.6156,58.0,POINT (-96.2133 35.6156)
260040,-96.4961,31.1596,70.0,POINT (-96.4961 31.1596)
260054,-81.4971,31.1043,53.0,POINT (-81.4971 31.1043)
260096,-79.6327,42.1169,55.32,POINT (-79.6327 42.1169)
260113,-100.6259,38.2186,53.0,POINT (-100.6259 38.2186)
260137,-80.0615,39.7914,52.6,POINT (-80.0615 39.7914)
260151,-97.9153,27.4703,67.0,POINT (-97.9153 27.4703)
260157,-119.07265790000001,39.9248935,155.428,POINT (-119.0726579 39.9248935)
260209,-78.871,40.8298,68.0,POINT (-78.871 40.8298)
260219,-95.2073,32.0346,59.0,POINT (-95.2073 32.0346)
260237,-106.17560120000002,38.7629993,113.0,POINT (-106.1756012 38.7629993)
260247,-79.87113690000001,39.944601299999995,42.5,POINT (-79.87113690000001 39.9446013)
260256,-119.1036888,39.6958967,31.0,POINT (-119.1036888 39.6958967)
